mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0655W0253_BAC009S0055W0122,S0655,F,S0055,M
BAC009S0067W0327_BAC009S0663W0410,S0067,M,S0663,F
BAC009S0701W0314_BAC009S0179W0145,S0701,M,S0179,F
BAC009S0164W0155_BAC009S0050W0332,S0164,F,S0050,M
BAC009S0706W0238_BAC009S0244W0370,S0706,M,S0244,F
BAC009S0231W0226_BAC009S0245W0188,S0231,F,S0245,F
BAC009S0666W0309_BAC009S0237W0245,S0666,F,S0237,F
BAC009S0421W0223_BAC009S0105W0129,S0421,M,S0105,M
BAC009S0346W0230_BAC009S0168W0449,S0346,F,S0168,F
BAC009S0028W0293_BAC009S0053W0144,S0028,M,S0053,M
BAC009S0226W0493_BAC009S0148W0489,S0226,F,S0148,F
BAC009S0187W0417_BAC009S0129W0331,S0187,F,S0129,F
BAC009S0355W0277_BAC009S0091W0443,S0355,F,S0091,M
BAC009S0158W0257_BAC009S0174W0287,S0158,F,S0174,F
BAC009S0014W0445_BAC009S0224W0495,S0014,M,S0224,F
BAC009S0026W0214_BAC009S0336W0237,S0026,M,S0336,F
BAC009S0347W0378_BAC009S0712W0279,S0347,F,S0712,M
BAC009S0355W0332_BAC009S0188W0158,S0355,F,S0188,F
BAC009S0251W0329_BAC009S0104W0155,S0251,M,S0104,M
BAC009S0228W0332_BAC009S0518W0317,S0228,F,S0518,F
BAC009S0068W0174_BAC009S0036W0200,S0068,M,S0036,M
BAC009S0599W0212_BAC009S0062W0138,S0599,M,S0062,M
BAC009S0246W0264_BAC009S0662W0385,S0246,M,S0662,F
BAC009S0656W0462_BAC009S0158W0365,S0656,F,S0158,F
BAC009S0049W0148_BAC009S0072W0214,S0049,M,S0072,M
BAC009S0162W0334_BAC009S0722W0155,S0162,F,S0722,M
BAC009S0048W0465_BAC009S0119W0355,S0048,M,S0119,M
BAC009S0100W0225_BAC009S0227W0362,S0100,M,S0227,F
BAC009S0086W0386_BAC009S0143W0433,S0086,M,S0143,F
BAC009S0025W0430_BAC009S0189W0386,S0025,M,S0189,F
BAC009S0088W0405_BAC009S0096W0396,S0088,M,S0096,M
BAC009S0108W0127_BAC009S0712W0431,S0108,M,S0712,M
BAC009S0361W0425_BAC009S0421W0210,S0361,F,S0421,M
BAC009S0141W0174_BAC009S0125W0289,S0141,F,S0125,F
BAC009S0064W0485_BAC009S0196W0377,S0064,M,S0196,F
BAC009S0137W0206_BAC009S0101W0340,S0137,F,S0101,M
BAC009S0032W0145_BAC009S0174W0125,S0032,M,S0174,F
BAC009S0509W0486_BAC009S0719W0350,S0509,F,S0719,M
BAC009S0050W0286_BAC009S0185W0334,S0050,M,S0185,F
BAC009S0708W0300_BAC009S0094W0391,S0708,M,S0094,M
BAC009S0229W0495_BAC009S0661W0223,S0229,F,S0661,F
BAC009S0121W0433_BAC009S0069W0193,S0121,M,S0069,M
BAC009S0249W0493_BAC009S0078W0495,S0249,M,S0078,M
BAC009S0180W0487_BAC009S0073W0240,S0180,F,S0073,M
BAC009S0033W0206_BAC009S0079W0488,S0033,M,S0079,M
BAC009S0360W0445_BAC009S0206W0390,S0360,F,S0206,F
BAC009S0061W0162_BAC009S0004W0451,S0061,M,S0004,M
BAC009S0197W0462_BAC009S0219W0261,S0197,F,S0219,F
BAC009S0125W0427_BAC009S0059W0390,S0125,F,S0059,M
BAC009S0596W0494_BAC009S0145W0249,S0596,M,S0145,F
BAC009S0060W0348_BAC009S0084W0452,S0060,M,S0084,M
BAC009S0017W0320_BAC009S0130W0364,S0017,M,S0130,F
BAC009S0352W0373_BAC009S0005W0209,S0352,F,S0005,M
BAC009S0074W0453_BAC009S0019W0261,S0074,M,S0019,M
BAC009S0713W0242_BAC009S0080W0202,S0713,M,S0080,M
BAC009S0042W0142_BAC009S0127W0465,S0042,M,S0127,F
BAC009S0236W0136_BAC009S0082W0382,S0236,F,S0082,M
BAC009S0043W0440_BAC009S0240W0267,S0043,M,S0240,F
BAC009S0059W0341_BAC009S0722W0193,S0059,M,S0722,M
BAC009S0186W0299_BAC009S0062W0471,S0186,F,S0062,M
BAC009S0714W0325_BAC009S0062W0263,S0714,M,S0062,M
BAC009S0523W0294_BAC009S0016W0151,S0523,F,S0016,M
BAC009S0018W0163_BAC009S0080W0374,S0018,M,S0080,M
BAC009S0103W0157_BAC009S0336W0260,S0103,M,S0336,F
BAC009S0076W0125_BAC009S0360W0430,S0076,M,S0360,F
BAC009S0229W0418_BAC009S0061W0289,S0229,F,S0061,M
BAC009S0129W0309_BAC009S0345W0441,S0129,F,S0345,F
BAC009S0101W0387_BAC009S0719W0175,S0101,M,S0719,M
BAC009S0342W0293_BAC009S0709W0317,S0342,F,S0709,M
BAC009S0052W0278_BAC009S0092W0472,S0052,M,S0092,M
BAC009S0163W0458_BAC009S0042W0375,S0163,F,S0042,M
BAC009S0137W0392_BAC009S0335W0343,S0137,F,S0335,F
BAC009S0596W0142_BAC009S0226W0392,S0596,M,S0226,F
BAC009S0061W0188_BAC009S0231W0347,S0061,M,S0231,F
BAC009S0183W0239_BAC009S0345W0430,S0183,F,S0345,F
BAC009S0203W0326_BAC009S0519W0358,S0203,F,S0519,F
BAC009S0097W0460_BAC009S0141W0160,S0097,M,S0141,F
BAC009S0048W0469_BAC009S0212W0172,S0048,M,S0212,F
BAC009S0230W0290_BAC009S0358W0136,S0230,F,S0358,F
BAC009S0232W0376_BAC009S0340W0438,S0232,F,S0340,F
BAC009S0723W0493_BAC009S0072W0466,S0723,M,S0072,M
BAC009S0117W0313_BAC009S0227W0367,S0117,M,S0227,F
BAC009S0355W0207_BAC009S0117W0399,S0355,F,S0117,M
BAC009S0137W0234_BAC009S0081W0184,S0137,F,S0081,M
BAC009S0107W0154_BAC009S0085W0185,S0107,M,S0085,M
BAC009S0362W0350_BAC009S0090W0401,S0362,F,S0090,M
BAC009S0200W0316_BAC009S0346W0432,S0200,F,S0346,F
BAC009S0175W0350_BAC009S0119W0366,S0175,F,S0119,M
BAC009S0207W0179_BAC009S0141W0309,S0207,F,S0141,F
BAC009S0035W0354_BAC009S0206W0222,S0035,M,S0206,F
BAC009S0172W0408_BAC009S0711W0319,S0172,F,S0711,M
BAC009S0167W0202_BAC009S0197W0423,S0167,F,S0197,F
BAC009S0176W0325_BAC009S0046W0190,S0176,F,S0046,M
BAC009S0227W0300_BAC009S0510W0205,S0227,F,S0510,F
BAC009S0351W0138_BAC009S0195W0459,S0351,F,S0195,F
BAC009S0083W0149_BAC009S0087W0464,S0083,M,S0087,M
BAC009S0703W0432_BAC009S0071W0136,S0703,M,S0071,M
BAC009S0091W0138_BAC009S0075W0138,S0091,M,S0075,M
BAC009S0200W0351_BAC009S0601W0158,S0200,F,S0601,M
BAC009S0123W0380_BAC009S0336W0417,S0123,M,S0336,F
BAC009S0141W0264_BAC009S0661W0292,S0141,F,S0661,F
BAC009S0155W0435_BAC009S0190W0441,S0155,F,S0190,F
BAC009S0204W0136_BAC009S0197W0270,S0204,F,S0197,F
BAC009S0355W0139_BAC009S0155W0473,S0355,F,S0155,F
BAC009S0194W0176_BAC009S0154W0395,S0194,F,S0154,F
BAC009S0356W0390_BAC009S0103W0183,S0356,F,S0103,M
BAC009S0518W0488_BAC009S0245W0350,S0518,F,S0245,F
BAC009S0227W0464_BAC009S0343W0480,S0227,F,S0343,F
BAC009S0105W0175_BAC009S0705W0285,S0105,M,S0705,M
BAC009S0703W0180_BAC009S0013W0131,S0703,M,S0013,M
BAC009S0085W0175_BAC009S0600W0443,S0085,M,S0600,M
BAC009S0090W0478_BAC009S0339W0477,S0090,M,S0339,F
BAC009S0059W0150_BAC009S0345W0346,S0059,M,S0345,F
BAC009S0710W0381_BAC009S0232W0449,S0710,M,S0232,F
BAC009S0519W0272_BAC009S0235W0208,S0519,F,S0235,F
BAC009S0342W0325_BAC009S0106W0219,S0342,F,S0106,M
BAC009S0354W0382_BAC009S0707W0438,S0354,F,S0707,M
BAC009S0158W0232_BAC009S0655W0376,S0158,F,S0655,F
BAC009S0600W0227_BAC009S0251W0466,S0600,M,S0251,M
BAC009S0157W0364_BAC009S0189W0245,S0157,F,S0189,F
BAC009S0186W0160_BAC009S0342W0217,S0186,F,S0342,F
BAC009S0142W0441_BAC009S0359W0416,S0142,F,S0359,F
BAC009S0597W0414_BAC009S0219W0395,S0597,M,S0219,F
BAC009S0600W0192_BAC009S0079W0235,S0600,M,S0079,M
BAC009S0182W0168_BAC009S0061W0182,S0182,F,S0061,M
BAC009S0238W0353_BAC009S0116W0227,S0238,F,S0116,M
BAC009S0206W0323_BAC009S0138W0437,S0206,F,S0138,F
BAC009S0109W0436_BAC009S0045W0251,S0109,M,S0045,M
BAC009S0237W0344_BAC009S0200W0349,S0237,F,S0200,F
BAC009S0188W0406_BAC009S0200W0448,S0188,F,S0200,F
BAC009S0708W0263_BAC009S0162W0332,S0708,M,S0162,F
BAC009S0155W0272_BAC009S0225W0205,S0155,F,S0225,F
BAC009S0235W0448_BAC009S0337W0323,S0235,F,S0337,F
BAC009S0144W0468_BAC009S0149W0324,S0144,F,S0149,F
BAC009S0213W0414_BAC009S0082W0361,S0213,F,S0082,M
BAC009S0106W0183_BAC009S0187W0217,S0106,M,S0187,F
BAC009S0074W0404_BAC009S0047W0225,S0074,M,S0047,M
BAC009S0025W0142_BAC009S0105W0160,S0025,M,S0105,M
BAC009S0335W0445_BAC009S0167W0335,S0335,F,S0167,F
BAC009S0204W0348_BAC009S0044W0261,S0204,F,S0044,M
BAC009S0058W0463_BAC009S0030W0255,S0058,M,S0030,M
BAC009S0153W0231_BAC009S0210W0328,S0153,F,S0210,F
BAC009S0105W0478_BAC009S0042W0425,S0105,M,S0042,M
BAC009S0033W0365_BAC009S0062W0210,S0033,M,S0062,M
BAC009S0095W0452_BAC009S0145W0486,S0095,M,S0145,F
BAC009S0104W0207_BAC009S0655W0128,S0104,M,S0655,F
BAC009S0712W0180_BAC009S0354W0201,S0712,M,S0354,F
BAC009S0714W0495_BAC009S0042W0417,S0714,M,S0042,M
BAC009S0242W0152_BAC009S0521W0142,S0242,F,S0521,F
BAC009S0224W0372_BAC009S0523W0444,S0224,F,S0523,F
BAC009S0215W0381_BAC009S0049W0326,S0215,F,S0049,M
BAC009S0164W0139_BAC009S0662W0288,S0164,F,S0662,F
BAC009S0185W0317_BAC009S0512W0257,S0185,F,S0512,F
BAC009S0070W0133_BAC009S0517W0252,S0070,M,S0517,F
BAC009S0211W0310_BAC009S0229W0226,S0211,F,S0229,F
BAC009S0148W0241_BAC009S0151W0478,S0148,F,S0151,F
BAC009S0363W0366_BAC009S0142W0416,S0363,F,S0142,F
BAC009S0362W0485_BAC009S0207W0446,S0362,F,S0207,F
BAC009S0241W0286_BAC009S0182W0213,S0241,F,S0182,F
BAC009S0212W0213_BAC009S0655W0159,S0212,F,S0655,F
BAC009S0228W0390_BAC009S0021W0455,S0228,F,S0021,M
BAC009S0168W0491_BAC009S0353W0162,S0168,F,S0353,F
BAC009S0203W0233_BAC009S0513W0257,S0203,F,S0513,F
BAC009S0119W0258_BAC009S0024W0465,S0119,M,S0024,M
BAC009S0351W0236_BAC009S0008W0220,S0351,F,S0008,M
BAC009S0041W0184_BAC009S0132W0413,S0041,M,S0132,F
BAC009S0016W0479_BAC009S0519W0251,S0016,M,S0519,F
BAC009S0519W0381_BAC009S0175W0184,S0519,F,S0175,F
BAC009S0246W0491_BAC009S0097W0409,S0246,M,S0097,M
BAC009S0207W0189_BAC009S0220W0146,S0207,F,S0220,F
BAC009S0354W0278_BAC009S0203W0324,S0354,F,S0203,F
BAC009S0236W0475_BAC009S0714W0305,S0236,F,S0714,M
BAC009S0657W0324_BAC009S0133W0412,S0657,F,S0133,F
BAC009S0040W0425_BAC009S0212W0191,S0040,M,S0212,F
BAC009S0201W0415_BAC009S0110W0266,S0201,F,S0110,M
BAC009S0421W0206_BAC009S0515W0294,S0421,M,S0515,F
BAC009S0359W0360_BAC009S0598W0345,S0359,F,S0598,M
BAC009S0657W0342_BAC009S0230W0452,S0657,F,S0230,F
BAC009S0185W0408_BAC009S0233W0139,S0185,F,S0233,F
BAC009S0252W0246_BAC009S0054W0379,S0252,M,S0054,M
BAC009S0132W0155_BAC009S0360W0333,S0132,F,S0360,F
BAC009S0211W0144_BAC009S0219W0358,S0211,F,S0219,F
BAC009S0175W0307_BAC009S0192W0186,S0175,F,S0192,F
BAC009S0198W0395_BAC009S0230W0185,S0198,F,S0230,F
BAC009S0022W0129_BAC009S0114W0455,S0022,M,S0114,M
BAC009S0085W0333_BAC009S0070W0159,S0085,M,S0070,M
BAC009S0077W0460_BAC009S0109W0334,S0077,M,S0109,M
BAC009S0156W0356_BAC009S0044W0425,S0156,F,S0044,M
BAC009S0149W0439_BAC009S0140W0323,S0149,F,S0140,F
BAC009S0522W0350_BAC009S0211W0467,S0522,F,S0211,F
BAC009S0078W0306_BAC009S0596W0173,S0078,M,S0596,M
BAC009S0088W0216_BAC009S0713W0468,S0088,M,S0713,M
BAC009S0145W0280_BAC009S0111W0482,S0145,F,S0111,M
BAC009S0096W0133_BAC009S0363W0288,S0096,M,S0363,F
BAC009S0242W0401_BAC009S0150W0270,S0242,F,S0150,F
BAC009S0661W0393_BAC009S0121W0387,S0661,F,S0121,M
BAC009S0148W0437_BAC009S0250W0237,S0148,F,S0250,M
BAC009S0007W0197_BAC009S0137W0300,S0007,M,S0137,F
BAC009S0052W0401_BAC009S0024W0133,S0052,M,S0024,M
BAC009S0184W0433_BAC009S0240W0433,S0184,F,S0240,F
BAC009S0244W0484_BAC009S0222W0303,S0244,F,S0222,F
BAC009S0024W0476_BAC009S0034W0444,S0024,M,S0034,M
BAC009S0025W0250_BAC009S0204W0333,S0025,M,S0204,F
BAC009S0016W0478_BAC009S0064W0318,S0016,M,S0064,M
BAC009S0142W0355_BAC009S0114W0458,S0142,F,S0114,M
BAC009S0183W0319_BAC009S0662W0232,S0183,F,S0662,F
BAC009S0095W0494_BAC009S0100W0414,S0095,M,S0100,M
BAC009S0225W0444_BAC009S0718W0339,S0225,F,S0718,M
BAC009S0091W0472_BAC009S0335W0376,S0091,M,S0335,F
BAC009S0092W0350_BAC009S0722W0196,S0092,M,S0722,M
BAC009S0600W0265_BAC009S0101W0258,S0600,M,S0101,M
BAC009S0170W0197_BAC009S0145W0151,S0170,F,S0145,F
BAC009S0171W0358_BAC009S0141W0487,S0171,F,S0141,F
BAC009S0227W0356_BAC009S0718W0297,S0227,F,S0718,M
BAC009S0165W0248_BAC009S0336W0228,S0165,F,S0336,F
BAC009S0657W0334_BAC009S0182W0226,S0657,F,S0182,F
BAC009S0202W0246_BAC009S0045W0294,S0202,F,S0045,M
BAC009S0236W0436_BAC009S0150W0409,S0236,F,S0150,F
BAC009S0108W0395_BAC009S0104W0433,S0108,M,S0104,M
BAC009S0002W0317_BAC009S0219W0306,S0002,M,S0219,F
BAC009S0119W0381_BAC009S0095W0391,S0119,M,S0095,M
BAC009S0133W0309_BAC009S0006W0338,S0133,F,S0006,M
BAC009S0655W0447_BAC009S0146W0455,S0655,F,S0146,F
BAC009S0188W0336_BAC009S0356W0445,S0188,F,S0356,F
BAC009S0010W0213_BAC009S0007W0153,S0010,M,S0007,M
BAC009S0054W0310_BAC009S0076W0244,S0054,M,S0076,M
BAC009S0029W0446_BAC009S0202W0121,S0029,M,S0202,F
BAC009S0015W0415_BAC009S0183W0265,S0015,M,S0183,F
BAC009S0048W0349_BAC009S0659W0231,S0048,M,S0659,F
BAC009S0196W0230_BAC009S0709W0238,S0196,F,S0709,M
BAC009S0597W0248_BAC009S0188W0280,S0597,M,S0188,F
BAC009S0152W0320_BAC009S0706W0334,S0152,F,S0706,M
BAC009S0127W0490_BAC009S0233W0125,S0127,F,S0233,F
BAC009S0251W0148_BAC009S0248W0316,S0251,M,S0248,M
BAC009S0107W0278_BAC009S0203W0300,S0107,M,S0203,F
BAC009S0353W0481_BAC009S0163W0263,S0353,F,S0163,F
BAC009S0237W0474_BAC009S0209W0436,S0237,F,S0209,F
BAC009S0165W0225_BAC009S0520W0456,S0165,F,S0520,F
BAC009S0085W0468_BAC009S0084W0243,S0085,M,S0084,M
BAC009S0714W0326_BAC009S0084W0246,S0714,M,S0084,M
BAC009S0177W0327_BAC009S0359W0315,S0177,F,S0359,F
BAC009S0702W0269_BAC009S0188W0271,S0702,M,S0188,F
BAC009S0335W0209_BAC009S0522W0149,S0335,F,S0522,F
BAC009S0162W0387_BAC009S0210W0157,S0162,F,S0210,F
BAC009S0251W0456_BAC009S0172W0434,S0251,M,S0172,F
BAC009S0134W0224_BAC009S0026W0415,S0134,F,S0026,M
BAC009S0359W0140_BAC009S0121W0350,S0359,F,S0121,M
BAC009S0086W0326_BAC009S0170W0339,S0086,M,S0170,F
BAC009S0662W0364_BAC009S0141W0229,S0662,F,S0141,F
BAC009S0223W0195_BAC009S0098W0240,S0223,F,S0098,M
BAC009S0229W0237_BAC009S0201W0229,S0229,F,S0201,F
BAC009S0097W0163_BAC009S0128W0472,S0097,M,S0128,F
BAC009S0597W0282_BAC009S0152W0440,S0597,M,S0152,F
BAC009S0211W0305_BAC009S0146W0201,S0211,F,S0146,F
BAC009S0160W0202_BAC009S0704W0327,S0160,F,S0704,M
BAC009S0066W0427_BAC009S0206W0470,S0066,M,S0206,F
BAC009S0208W0190_BAC009S0520W0226,S0208,F,S0520,F
BAC009S0027W0248_BAC009S0217W0487,S0027,M,S0217,F
BAC009S0514W0452_BAC009S0251W0176,S0514,F,S0251,M
BAC009S0125W0366_BAC009S0151W0422,S0125,F,S0151,F
BAC009S0185W0362_BAC009S0335W0469,S0185,F,S0335,F
BAC009S0132W0439_BAC009S0521W0196,S0132,F,S0521,F
BAC009S0030W0224_BAC009S0074W0180,S0030,M,S0074,M
BAC009S0221W0384_BAC009S0218W0458,S0221,F,S0218,F
BAC009S0079W0489_BAC009S0104W0363,S0079,M,S0104,M
BAC009S0176W0357_BAC009S0085W0469,S0176,F,S0085,M
BAC009S0218W0451_BAC009S0422W0310,S0218,F,S0422,M
BAC009S0519W0346_BAC009S0231W0158,S0519,F,S0231,F
BAC009S0115W0255_BAC009S0154W0122,S0115,M,S0154,F
BAC009S0421W0447_BAC009S0008W0188,S0421,M,S0008,M
BAC009S0521W0198_BAC009S0354W0389,S0521,F,S0354,F
BAC009S0157W0396_BAC009S0009W0355,S0157,F,S0009,M
BAC009S0358W0244_BAC009S0207W0294,S0358,F,S0207,F
BAC009S0209W0301_BAC009S0076W0474,S0209,F,S0076,M
BAC009S0600W0191_BAC009S0710W0303,S0600,M,S0710,M
BAC009S0247W0289_BAC009S0208W0419,S0247,M,S0208,F
BAC009S0135W0311_BAC009S0118W0250,S0135,F,S0118,M
BAC009S0656W0202_BAC009S0138W0236,S0656,F,S0138,F
BAC009S0228W0272_BAC009S0117W0367,S0228,F,S0117,M
BAC009S0514W0306_BAC009S0361W0143,S0514,F,S0361,F
BAC009S0007W0213_BAC009S0096W0250,S0007,M,S0096,M
BAC009S0361W0189_BAC009S0083W0181,S0361,F,S0083,M
BAC009S0159W0354_BAC009S0230W0294,S0159,F,S0230,F
BAC009S0597W0152_BAC009S0092W0220,S0597,M,S0092,M
BAC009S0174W0175_BAC009S0114W0378,S0174,F,S0114,M
BAC009S0202W0248_BAC009S0213W0222,S0202,F,S0213,F
BAC009S0090W0232_BAC009S0708W0179,S0090,M,S0708,M
BAC009S0231W0247_BAC009S0175W0486,S0231,F,S0175,F
BAC009S0198W0452_BAC009S0107W0268,S0198,F,S0107,M
BAC009S0702W0317_BAC009S0228W0194,S0702,M,S0228,F
BAC009S0107W0168_BAC009S0019W0458,S0107,M,S0019,M
BAC009S0224W0456_BAC009S0075W0454,S0224,F,S0075,M
BAC009S0146W0451_BAC009S0659W0140,S0146,F,S0659,F
BAC009S0243W0326_BAC009S0101W0397,S0243,F,S0101,M
BAC009S0008W0481_BAC009S0517W0242,S0008,M,S0517,F
BAC009S0025W0466_BAC009S0243W0344,S0025,M,S0243,F
BAC009S0038W0415_BAC009S0354W0474,S0038,M,S0354,F
BAC009S0065W0398_BAC009S0148W0483,S0065,M,S0148,F
BAC009S0032W0209_BAC009S0068W0440,S0032,M,S0068,M
BAC009S0090W0432_BAC009S0363W0348,S0090,M,S0363,F
BAC009S0043W0448_BAC009S0033W0410,S0043,M,S0033,M
BAC009S0711W0415_BAC009S0664W0213,S0711,M,S0664,F
BAC009S0666W0375_BAC009S0711W0170,S0666,F,S0711,M
BAC009S0188W0201_BAC009S0046W0337,S0188,F,S0046,M
BAC009S0085W0224_BAC009S0343W0406,S0085,M,S0343,F
BAC009S0033W0432_BAC009S0108W0206,S0033,M,S0108,M
BAC009S0661W0350_BAC009S0521W0347,S0661,F,S0521,F
BAC009S0060W0170_BAC009S0242W0145,S0060,M,S0242,F
BAC009S0230W0365_BAC009S0036W0212,S0230,F,S0036,M
BAC009S0658W0443_BAC009S0177W0147,S0658,F,S0177,F
BAC009S0014W0158_BAC009S0011W0411,S0014,M,S0011,M
BAC009S0230W0257_BAC009S0006W0233,S0230,F,S0006,M
BAC009S0206W0453_BAC009S0168W0376,S0206,F,S0168,F
BAC009S0708W0228_BAC009S0513W0377,S0708,M,S0513,F
BAC009S0019W0236_BAC009S0168W0349,S0019,M,S0168,F
BAC009S0011W0154_BAC009S0518W0154,S0011,M,S0518,F
BAC009S0222W0292_BAC009S0115W0429,S0222,F,S0115,M
BAC009S0027W0233_BAC009S0101W0445,S0027,M,S0101,M
BAC009S0712W0304_BAC009S0363W0254,S0712,M,S0363,F
BAC009S0059W0167_BAC009S0714W0171,S0059,M,S0714,M
BAC009S0130W0132_BAC009S0353W0133,S0130,F,S0353,F
BAC009S0202W0417_BAC009S0020W0359,S0202,F,S0020,M
BAC009S0719W0150_BAC009S0210W0187,S0719,M,S0210,F
BAC009S0357W0444_BAC009S0362W0298,S0357,F,S0362,F
BAC009S0014W0251_BAC009S0010W0150,S0014,M,S0010,M
BAC009S0018W0389_BAC009S0660W0253,S0018,M,S0660,F
BAC009S0060W0306_BAC009S0177W0152,S0060,M,S0177,F
BAC009S0522W0127_BAC009S0038W0365,S0522,F,S0038,M
BAC009S0119W0138_BAC009S0076W0326,S0119,M,S0076,M
BAC009S0206W0457_BAC009S0213W0464,S0206,F,S0213,F
BAC009S0019W0276_BAC009S0093W0123,S0019,M,S0093,M
BAC009S0362W0469_BAC009S0229W0316,S0362,F,S0229,F
BAC009S0062W0408_BAC009S0243W0483,S0062,M,S0243,F
BAC009S0011W0272_BAC009S0219W0176,S0011,M,S0219,F
BAC009S0147W0267_BAC009S0111W0249,S0147,F,S0111,M
BAC009S0708W0405_BAC009S0143W0177,S0708,M,S0143,F
BAC009S0224W0421_BAC009S0053W0485,S0224,F,S0053,M
BAC009S0087W0327_BAC009S0710W0348,S0087,M,S0710,M
BAC009S0706W0330_BAC009S0093W0271,S0706,M,S0093,M
BAC009S0147W0453_BAC009S0196W0394,S0147,F,S0196,F
BAC009S0118W0316_BAC009S0027W0376,S0118,M,S0027,M
BAC009S0074W0205_BAC009S0083W0451,S0074,M,S0083,M
BAC009S0194W0336_BAC009S0195W0474,S0194,F,S0195,F
BAC009S0213W0193_BAC009S0102W0464,S0213,F,S0102,M
BAC009S0148W0363_BAC009S0353W0185,S0148,F,S0353,F
BAC009S0513W0342_BAC009S0136W0243,S0513,F,S0136,F
BAC009S0186W0263_BAC009S0070W0255,S0186,F,S0070,M
BAC009S0076W0314_BAC009S0717W0352,S0076,M,S0717,M
BAC009S0712W0159_BAC009S0079W0485,S0712,M,S0079,M
BAC009S0105W0392_BAC009S0359W0436,S0105,M,S0359,F
BAC009S0203W0422_BAC009S0345W0409,S0203,F,S0345,F
BAC009S0025W0416_BAC009S0200W0444,S0025,M,S0200,F
BAC009S0352W0182_BAC009S0513W0310,S0352,F,S0513,F
BAC009S0211W0294_BAC009S0030W0359,S0211,F,S0030,M
BAC009S0214W0307_BAC009S0081W0368,S0214,F,S0081,M
BAC009S0702W0477_BAC009S0705W0420,S0702,M,S0705,M
BAC009S0022W0405_BAC009S0188W0413,S0022,M,S0188,F
BAC009S0107W0294_BAC009S0154W0469,S0107,M,S0154,F
BAC009S0511W0412_BAC009S0040W0171,S0511,F,S0040,M
BAC009S0160W0197_BAC009S0061W0198,S0160,F,S0061,M
BAC009S0347W0448_BAC009S0338W0250,S0347,F,S0338,F
BAC009S0715W0384_BAC009S0240W0190,S0715,M,S0240,F
BAC009S0522W0434_BAC009S0157W0147,S0522,F,S0157,F
BAC009S0131W0425_BAC009S0714W0409,S0131,F,S0714,M
BAC009S0086W0436_BAC009S0143W0184,S0086,M,S0143,F
BAC009S0134W0135_BAC009S0194W0458,S0134,F,S0194,F
BAC009S0655W0344_BAC009S0211W0402,S0655,F,S0211,F
BAC009S0150W0392_BAC009S0353W0331,S0150,F,S0353,F
BAC009S0167W0326_BAC009S0080W0228,S0167,F,S0080,M
BAC009S0149W0157_BAC009S0600W0231,S0149,F,S0600,M
BAC009S0042W0129_BAC009S0064W0261,S0042,M,S0064,M
BAC009S0523W0254_BAC009S0709W0226,S0523,F,S0709,M
BAC009S0236W0373_BAC009S0512W0446,S0236,F,S0512,F
BAC009S0143W0162_BAC009S0711W0237,S0143,F,S0711,M
BAC009S0012W0173_BAC009S0086W0388,S0012,M,S0086,M
BAC009S0199W0399_BAC009S0344W0216,S0199,F,S0344,F
BAC009S0072W0432_BAC009S0215W0402,S0072,M,S0215,F
BAC009S0509W0208_BAC009S0174W0357,S0509,F,S0174,F
BAC009S0223W0318_BAC009S0039W0298,S0223,F,S0039,M
BAC009S0337W0122_BAC009S0208W0249,S0337,F,S0208,F
BAC009S0421W0372_BAC009S0231W0313,S0421,M,S0231,F
BAC009S0600W0377_BAC009S0515W0457,S0600,M,S0515,F
BAC009S0656W0487_BAC009S0596W0317,S0656,F,S0596,M
BAC009S0243W0199_BAC009S0518W0139,S0243,F,S0518,F
BAC009S0019W0254_BAC009S0142W0480,S0019,M,S0142,F
BAC009S0084W0416_BAC009S0067W0241,S0084,M,S0067,M
BAC009S0048W0452_BAC009S0199W0230,S0048,M,S0199,F
BAC009S0339W0415_BAC009S0053W0252,S0339,F,S0053,M
BAC009S0200W0331_BAC009S0421W0352,S0200,F,S0421,M
BAC009S0121W0328_BAC009S0107W0149,S0121,M,S0107,M
BAC009S0038W0264_BAC009S0160W0414,S0038,M,S0160,F
BAC009S0017W0208_BAC009S0045W0230,S0017,M,S0045,M
BAC009S0089W0339_BAC009S0060W0140,S0089,M,S0060,M
BAC009S0124W0302_BAC009S0354W0200,S0124,F,S0354,F
BAC009S0140W0463_BAC009S0072W0135,S0140,F,S0072,M
BAC009S0076W0321_BAC009S0024W0328,S0076,M,S0024,M
BAC009S0006W0284_BAC009S0184W0321,S0006,M,S0184,F
BAC009S0071W0400_BAC009S0422W0140,S0071,M,S0422,M
BAC009S0182W0277_BAC009S0423W0305,S0182,F,S0423,M
BAC009S0156W0419_BAC009S0423W0489,S0156,F,S0423,M
BAC009S0123W0458_BAC009S0050W0330,S0123,M,S0050,M
BAC009S0025W0461_BAC009S0170W0329,S0025,M,S0170,F
BAC009S0207W0433_BAC009S0003W0213,S0207,F,S0003,M
BAC009S0057W0437_BAC009S0085W0157,S0057,M,S0085,M
BAC009S0120W0378_BAC009S0421W0443,S0120,M,S0421,M
BAC009S0360W0393_BAC009S0214W0482,S0360,F,S0214,F
BAC009S0230W0455_BAC009S0723W0179,S0230,F,S0723,M
BAC009S0058W0442_BAC009S0059W0458,S0058,M,S0059,M
BAC009S0103W0439_BAC009S0143W0207,S0103,M,S0143,F
BAC009S0145W0411_BAC009S0514W0350,S0145,F,S0514,F
