mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0339W0237_BAC009S0038W0338_BAC009S0170W0189,S0339,F,S0038,M,S0170,F
BAC009S0067W0296_BAC009S0663W0192_BAC009S0131W0305,S0067,M,S0663,F,S0131,F
BAC009S0168W0269_BAC009S0156W0468_BAC009S0021W0168,S0168,F,S0156,F,S0021,M
BAC009S0215W0427_BAC009S0664W0223_BAC009S0169W0310,S0215,F,S0664,F,S0169,F
BAC009S0249W0475_BAC009S0359W0129_BAC009S0196W0168,S0249,M,S0359,F,S0196,F
BAC009S0662W0253_BAC009S0660W0170_BAC009S0211W0393,S0662,F,S0660,F,S0211,F
BAC009S0352W0378_BAC009S0599W0320_BAC009S0007W0242,S0352,F,S0599,M,S0007,M
BAC009S0128W0356_BAC009S0159W0465_BAC009S0666W0370,S0128,F,S0159,F,S0666,F
BAC009S0720W0450_BAC009S0207W0340_BAC009S0704W0456,S0720,M,S0207,F,S0704,M
BAC009S0243W0452_BAC009S0517W0437_BAC009S0522W0141,S0243,F,S0517,F,S0522,F
BAC009S0210W0449_BAC009S0723W0193_BAC009S0081W0178,S0210,F,S0723,M,S0081,M
BAC009S0204W0317_BAC009S0135W0233_BAC009S0227W0377,S0204,F,S0135,F,S0227,F
BAC009S0151W0379_BAC009S0019W0308_BAC009S0073W0232,S0151,F,S0019,M,S0073,M
BAC009S0131W0309_BAC009S0046W0490_BAC009S0221W0471,S0131,F,S0046,M,S0221,F
BAC009S0113W0335_BAC009S0005W0374_BAC009S0016W0242,S0113,M,S0005,M,S0016,M
BAC009S0661W0405_BAC009S0065W0165_BAC009S0349W0396,S0661,F,S0065,M,S0349,F
BAC009S0155W0472_BAC009S0064W0168_BAC009S0106W0360,S0155,F,S0064,M,S0106,M
BAC009S0006W0421_BAC009S0007W0147_BAC009S0706W0241,S0006,M,S0007,M,S0706,M
BAC009S0018W0347_BAC009S0046W0457_BAC009S0160W0161,S0018,M,S0046,M,S0160,F
BAC009S0053W0252_BAC009S0099W0309_BAC009S0021W0346,S0053,M,S0099,M,S0021,M
BAC009S0100W0399_BAC009S0169W0264_BAC009S0112W0159,S0100,M,S0169,F,S0112,M
BAC009S0045W0478_BAC009S0515W0245_BAC009S0174W0479,S0045,M,S0515,F,S0174,F
BAC009S0128W0332_BAC009S0058W0338_BAC009S0132W0246,S0128,F,S0058,M,S0132,F
BAC009S0112W0342_BAC009S0180W0237_BAC009S0421W0289,S0112,M,S0180,F,S0421,M
BAC009S0056W0420_BAC009S0421W0230_BAC009S0347W0492,S0056,M,S0421,M,S0347,F
BAC009S0019W0416_BAC009S0169W0298_BAC009S0666W0329,S0019,M,S0169,F,S0666,F
BAC009S0709W0192_BAC009S0711W0143_BAC009S0059W0416,S0709,M,S0711,M,S0059,M
BAC009S0053W0134_BAC009S0016W0320_BAC009S0055W0422,S0053,M,S0016,M,S0055,M
BAC009S0078W0481_BAC009S0130W0432_BAC009S0191W0328,S0078,M,S0130,F,S0191,F
BAC009S0210W0299_BAC009S0040W0437_BAC009S0015W0160,S0210,F,S0040,M,S0015,M
BAC009S0656W0134_BAC009S0122W0399_BAC009S0131W0197,S0656,F,S0122,M,S0131,F
BAC009S0070W0154_BAC009S0064W0495_BAC009S0072W0338,S0070,M,S0064,M,S0072,M
BAC009S0157W0333_BAC009S0163W0487_BAC009S0236W0256,S0157,F,S0163,F,S0236,F
BAC009S0028W0235_BAC009S0066W0463_BAC009S0120W0217,S0028,M,S0066,M,S0120,M
BAC009S0245W0352_BAC009S0199W0345_BAC009S0005W0423,S0245,F,S0199,F,S0005,M
BAC009S0047W0146_BAC009S0230W0363_BAC009S0100W0151,S0047,M,S0230,F,S0100,M
BAC009S0110W0334_BAC009S0514W0480_BAC009S0162W0350,S0110,M,S0514,F,S0162,F
BAC009S0523W0142_BAC009S0115W0148_BAC009S0422W0279,S0523,F,S0115,M,S0422,M
BAC009S0006W0251_BAC009S0025W0491_BAC009S0106W0186,S0006,M,S0025,M,S0106,M
BAC009S0123W0217_BAC009S0052W0484_BAC009S0240W0333,S0123,M,S0052,M,S0240,F
BAC009S0081W0305_BAC009S0158W0170_BAC009S0343W0441,S0081,M,S0158,F,S0343,F
BAC009S0145W0305_BAC009S0358W0371_BAC009S0194W0445,S0145,F,S0358,F,S0194,F
BAC009S0002W0393_BAC009S0356W0162_BAC009S0133W0177,S0002,M,S0356,F,S0133,F
BAC009S0185W0464_BAC009S0070W0152_BAC009S0031W0340,S0185,F,S0070,M,S0031,M
BAC009S0139W0188_BAC009S0170W0469_BAC009S0165W0384,S0139,F,S0170,F,S0165,F
BAC009S0662W0290_BAC009S0124W0465_BAC009S0718W0189,S0662,F,S0124,F,S0718,M
BAC009S0047W0329_BAC009S0723W0222_BAC009S0038W0199,S0047,M,S0723,M,S0038,M
BAC009S0126W0194_BAC009S0509W0157_BAC009S0715W0362,S0126,F,S0509,F,S0715,M
BAC009S0206W0246_BAC009S0705W0273_BAC009S0153W0490,S0206,F,S0705,M,S0153,F
BAC009S0073W0312_BAC009S0337W0169_BAC009S0131W0472,S0073,M,S0337,F,S0131,F
BAC009S0098W0365_BAC009S0341W0451_BAC009S0207W0449,S0098,M,S0341,F,S0207,F
BAC009S0002W0300_BAC009S0103W0333_BAC009S0066W0362,S0002,M,S0103,M,S0066,M
BAC009S0663W0144_BAC009S0247W0445_BAC009S0113W0325,S0663,F,S0247,M,S0113,M
BAC009S0164W0286_BAC009S0357W0391_BAC009S0131W0337,S0164,F,S0357,F,S0131,F
BAC009S0600W0173_BAC009S0128W0329_BAC009S0234W0274,S0600,M,S0128,F,S0234,F
BAC009S0157W0236_BAC009S0002W0201_BAC009S0341W0370,S0157,F,S0002,M,S0341,F
BAC009S0119W0150_BAC009S0345W0158_BAC009S0184W0450,S0119,M,S0345,F,S0184,F
BAC009S0144W0221_BAC009S0198W0341_BAC009S0703W0157,S0144,F,S0198,F,S0703,M
BAC009S0016W0443_BAC009S0212W0390_BAC009S0186W0467,S0016,M,S0212,F,S0186,F
BAC009S0086W0257_BAC009S0102W0387_BAC009S0657W0442,S0086,M,S0102,M,S0657,F
BAC009S0243W0340_BAC009S0015W0230_BAC009S0069W0238,S0243,F,S0015,M,S0069,M
BAC009S0145W0239_BAC009S0092W0361_BAC009S0128W0343,S0145,F,S0092,M,S0128,F
BAC009S0362W0393_BAC009S0143W0262_BAC009S0220W0145,S0362,F,S0143,F,S0220,F
BAC009S0103W0197_BAC009S0192W0475_BAC009S0031W0226,S0103,M,S0192,F,S0031,M
BAC009S0718W0287_BAC009S0045W0411_BAC009S0201W0272,S0718,M,S0045,M,S0201,F
BAC009S0221W0438_BAC009S0006W0240_BAC009S0188W0242,S0221,F,S0006,M,S0188,F
BAC009S0150W0267_BAC009S0193W0426_BAC009S0346W0489,S0150,F,S0193,F,S0346,F
BAC009S0704W0132_BAC009S0722W0288_BAC009S0023W0472,S0704,M,S0722,M,S0023,M
BAC009S0058W0193_BAC009S0128W0312_BAC009S0349W0147,S0058,M,S0128,F,S0349,F
BAC009S0113W0179_BAC009S0132W0286_BAC009S0077W0258,S0113,M,S0132,F,S0077,M
BAC009S0100W0274_BAC009S0067W0173_BAC009S0096W0340,S0100,M,S0067,M,S0096,M
BAC009S0515W0443_BAC009S0213W0191_BAC009S0020W0127,S0515,F,S0213,F,S0020,M
BAC009S0659W0261_BAC009S0131W0138_BAC009S0345W0456,S0659,F,S0131,F,S0345,F
BAC009S0226W0446_BAC009S0115W0346_BAC009S0191W0238,S0226,F,S0115,M,S0191,F
BAC009S0178W0357_BAC009S0022W0376_BAC009S0083W0164,S0178,F,S0022,M,S0083,M
BAC009S0128W0250_BAC009S0361W0123_BAC009S0101W0212,S0128,F,S0361,F,S0101,M
BAC009S0150W0376_BAC009S0052W0345_BAC009S0082W0451,S0150,F,S0052,M,S0082,M
BAC009S0033W0437_BAC009S0046W0237_BAC009S0179W0442,S0033,M,S0046,M,S0179,F
BAC009S0005W0396_BAC009S0218W0436_BAC009S0189W0353,S0005,M,S0218,F,S0189,F
BAC009S0359W0185_BAC009S0520W0476_BAC009S0134W0174,S0359,F,S0520,F,S0134,F
BAC009S0060W0166_BAC009S0655W0172_BAC009S0196W0293,S0060,M,S0655,F,S0196,F
BAC009S0226W0160_BAC009S0107W0334_BAC009S0054W0352,S0226,F,S0107,M,S0054,M
BAC009S0176W0226_BAC009S0207W0347_BAC009S0120W0423,S0176,F,S0207,F,S0120,M
BAC009S0073W0227_BAC009S0037W0207_BAC009S0074W0356,S0073,M,S0037,M,S0074,M
BAC009S0182W0152_BAC009S0164W0306_BAC009S0513W0155,S0182,F,S0164,F,S0513,F
BAC009S0198W0301_BAC009S0117W0125_BAC009S0523W0158,S0198,F,S0117,M,S0523,F
BAC009S0089W0221_BAC009S0341W0335_BAC009S0175W0419,S0089,M,S0341,F,S0175,F
BAC009S0218W0307_BAC009S0723W0345_BAC009S0107W0189,S0218,F,S0723,M,S0107,M
BAC009S0217W0495_BAC009S0422W0300_BAC009S0226W0276,S0217,F,S0422,M,S0226,F
BAC009S0516W0300_BAC009S0221W0237_BAC009S0020W0358,S0516,F,S0221,F,S0020,M
BAC009S0045W0305_BAC009S0113W0191_BAC009S0004W0390,S0045,M,S0113,M,S0004,M
BAC009S0354W0285_BAC009S0149W0394_BAC009S0015W0147,S0354,F,S0149,F,S0015,M
BAC009S0178W0259_BAC009S0021W0478_BAC009S0180W0287,S0178,F,S0021,M,S0180,F
BAC009S0246W0226_BAC009S0713W0404_BAC009S0358W0452,S0246,M,S0713,M,S0358,F
BAC009S0225W0208_BAC009S0518W0287_BAC009S0016W0453,S0225,F,S0518,F,S0016,M
BAC009S0231W0494_BAC009S0337W0269_BAC009S0070W0212,S0231,F,S0337,F,S0070,M
BAC009S0421W0428_BAC009S0134W0401_BAC009S0157W0448,S0421,M,S0134,F,S0157,F
BAC009S0199W0233_BAC009S0214W0453_BAC009S0095W0148,S0199,F,S0214,F,S0095,M
BAC009S0073W0206_BAC009S0159W0447_BAC009S0030W0180,S0073,M,S0159,F,S0030,M
BAC009S0236W0336_BAC009S0170W0270_BAC009S0012W0463,S0236,F,S0170,F,S0012,M
BAC009S0350W0195_BAC009S0021W0336_BAC009S0722W0156,S0350,F,S0021,M,S0722,M
BAC009S0046W0251_BAC009S0063W0300_BAC009S0518W0282,S0046,M,S0063,M,S0518,F
BAC009S0656W0453_BAC009S0707W0381_BAC009S0660W0347,S0656,F,S0707,M,S0660,F
BAC009S0009W0462_BAC009S0359W0156_BAC009S0241W0252,S0009,M,S0359,F,S0241,F
BAC009S0022W0189_BAC009S0196W0170_BAC009S0188W0231,S0022,M,S0196,F,S0188,F
BAC009S0127W0379_BAC009S0705W0259_BAC009S0655W0222,S0127,F,S0705,M,S0655,F
BAC009S0146W0452_BAC009S0137W0262_BAC009S0197W0370,S0146,F,S0137,F,S0197,F
BAC009S0511W0344_BAC009S0186W0290_BAC009S0076W0141,S0511,F,S0186,F,S0076,M
BAC009S0042W0153_BAC009S0352W0173_BAC009S0162W0164,S0042,M,S0352,F,S0162,F
BAC009S0025W0264_BAC009S0188W0449_BAC009S0520W0193,S0025,M,S0188,F,S0520,F
BAC009S0662W0427_BAC009S0199W0408_BAC009S0351W0383,S0662,F,S0199,F,S0351,F
BAC009S0064W0366_BAC009S0511W0312_BAC009S0341W0184,S0064,M,S0511,F,S0341,F
BAC009S0014W0285_BAC009S0187W0369_BAC009S0149W0360,S0014,M,S0187,F,S0149,F
BAC009S0345W0346_BAC009S0018W0217_BAC009S0337W0149,S0345,F,S0018,M,S0337,F
BAC009S0062W0446_BAC009S0723W0421_BAC009S0205W0221,S0062,M,S0723,M,S0205,F
BAC009S0197W0235_BAC009S0077W0374_BAC009S0094W0200,S0197,F,S0077,M,S0094,M
BAC009S0714W0400_BAC009S0052W0135_BAC009S0599W0183,S0714,M,S0052,M,S0599,M
BAC009S0067W0408_BAC009S0252W0327_BAC009S0103W0310,S0067,M,S0252,M,S0103,M
BAC009S0034W0406_BAC009S0191W0467_BAC009S0104W0185,S0034,M,S0191,F,S0104,M
BAC009S0180W0397_BAC009S0204W0403_BAC009S0075W0364,S0180,F,S0204,F,S0075,M
BAC009S0162W0399_BAC009S0038W0430_BAC009S0014W0198,S0162,F,S0038,M,S0014,M
BAC009S0162W0483_BAC009S0337W0336_BAC009S0362W0188,S0162,F,S0337,F,S0362,F
BAC009S0655W0149_BAC009S0096W0363_BAC009S0123W0202,S0655,F,S0096,M,S0123,M
BAC009S0512W0129_BAC009S0191W0193_BAC009S0229W0352,S0512,F,S0191,F,S0229,F
BAC009S0067W0418_BAC009S0349W0188_BAC009S0153W0339,S0067,M,S0349,F,S0153,F
BAC009S0347W0223_BAC009S0037W0139_BAC009S0421W0156,S0347,F,S0037,M,S0421,M
BAC009S0092W0447_BAC009S0337W0306_BAC009S0345W0312,S0092,M,S0337,F,S0345,F
BAC009S0714W0248_BAC009S0227W0227_BAC009S0136W0331,S0714,M,S0227,F,S0136,F
BAC009S0212W0290_BAC009S0113W0255_BAC009S0655W0205,S0212,F,S0113,M,S0655,F
BAC009S0522W0395_BAC009S0188W0216_BAC009S0719W0141,S0522,F,S0188,F,S0719,M
BAC009S0038W0443_BAC009S0080W0139_BAC009S0074W0341,S0038,M,S0080,M,S0074,M
BAC009S0081W0419_BAC009S0362W0193_BAC009S0126W0212,S0081,M,S0362,F,S0126,F
BAC009S0005W0200_BAC009S0660W0417_BAC009S0019W0313,S0005,M,S0660,F,S0019,M
BAC009S0085W0398_BAC009S0341W0421_BAC009S0112W0333,S0085,M,S0341,F,S0112,M
BAC009S0217W0230_BAC009S0065W0375_BAC009S0225W0218,S0217,F,S0065,M,S0225,F
BAC009S0599W0266_BAC009S0097W0397_BAC009S0190W0481,S0599,M,S0097,M,S0190,F
BAC009S0118W0312_BAC009S0129W0261_BAC009S0099W0143,S0118,M,S0129,F,S0099,M
BAC009S0702W0248_BAC009S0161W0469_BAC009S0040W0207,S0702,M,S0161,F,S0040,M
BAC009S0047W0491_BAC009S0357W0359_BAC009S0054W0149,S0047,M,S0357,F,S0054,M
BAC009S0704W0433_BAC009S0361W0427_BAC009S0599W0346,S0704,M,S0361,F,S0599,M
BAC009S0145W0140_BAC009S0661W0148_BAC009S0039W0348,S0145,F,S0661,F,S0039,M
BAC009S0159W0183_BAC009S0519W0356_BAC009S0191W0425,S0159,F,S0519,F,S0191,F
BAC009S0349W0279_BAC009S0184W0362_BAC009S0094W0158,S0349,F,S0184,F,S0094,M
BAC009S0137W0391_BAC009S0064W0203_BAC009S0230W0214,S0137,F,S0064,M,S0230,F
BAC009S0137W0431_BAC009S0723W0189_BAC009S0090W0438,S0137,F,S0723,M,S0090,M
BAC009S0007W0423_BAC009S0113W0393_BAC009S0084W0308,S0007,M,S0113,M,S0084,M
BAC009S0717W0481_BAC009S0703W0219_BAC009S0023W0457,S0717,M,S0703,M,S0023,M
BAC009S0708W0378_BAC009S0342W0209_BAC009S0025W0222,S0708,M,S0342,F,S0025,M
BAC009S0038W0493_BAC009S0120W0382_BAC009S0341W0416,S0038,M,S0120,M,S0341,F
BAC009S0347W0150_BAC009S0063W0387_BAC009S0343W0257,S0347,F,S0063,M,S0343,F
BAC009S0103W0490_BAC009S0165W0228_BAC009S0029W0467,S0103,M,S0165,F,S0029,M
BAC009S0518W0247_BAC009S0223W0298_BAC009S0040W0272,S0518,F,S0223,F,S0040,M
BAC009S0193W0128_BAC009S0197W0200_BAC009S0035W0463,S0193,F,S0197,F,S0035,M
BAC009S0358W0355_BAC009S0015W0414_BAC009S0135W0459,S0358,F,S0015,M,S0135,F
BAC009S0152W0289_BAC009S0157W0310_BAC009S0154W0241,S0152,F,S0157,F,S0154,F
BAC009S0243W0435_BAC009S0187W0464_BAC009S0348W0428,S0243,F,S0187,F,S0348,F
BAC009S0100W0459_BAC009S0089W0291_BAC009S0219W0467,S0100,M,S0089,M,S0219,F
BAC009S0065W0473_BAC009S0173W0190_BAC009S0719W0130,S0065,M,S0173,F,S0719,M
BAC009S0198W0234_BAC009S0161W0308_BAC009S0029W0478,S0198,F,S0161,F,S0029,M
BAC009S0074W0364_BAC009S0596W0188_BAC009S0201W0404,S0074,M,S0596,M,S0201,F
BAC009S0203W0282_BAC009S0185W0175_BAC009S0029W0202,S0203,F,S0185,F,S0029,M
BAC009S0235W0201_BAC009S0032W0170_BAC009S0219W0448,S0235,F,S0032,M,S0219,F
BAC009S0192W0131_BAC009S0156W0434_BAC009S0050W0200,S0192,F,S0156,F,S0050,M
BAC009S0033W0466_BAC009S0161W0482_BAC009S0421W0482,S0033,M,S0161,F,S0421,M
BAC009S0236W0153_BAC009S0710W0443_BAC009S0362W0315,S0236,F,S0710,M,S0362,F
BAC009S0705W0163_BAC009S0346W0384_BAC009S0095W0156,S0705,M,S0346,F,S0095,M
BAC009S0350W0230_BAC009S0058W0447_BAC009S0146W0457,S0350,F,S0058,M,S0146,F
BAC009S0081W0133_BAC009S0159W0156_BAC009S0362W0121,S0081,M,S0159,F,S0362,F
BAC009S0243W0381_BAC009S0092W0224_BAC009S0147W0142,S0243,F,S0092,M,S0147,F
BAC009S0046W0330_BAC009S0103W0399_BAC009S0204W0430,S0046,M,S0103,M,S0204,F
BAC009S0334W0133_BAC009S0337W0403_BAC009S0010W0459,S0334,F,S0337,F,S0010,M
BAC009S0081W0150_BAC009S0017W0275_BAC009S0123W0471,S0081,M,S0017,M,S0123,M
BAC009S0017W0434_BAC009S0222W0176_BAC009S0235W0138,S0017,M,S0222,F,S0235,F
BAC009S0519W0220_BAC009S0034W0218_BAC009S0086W0164,S0519,F,S0034,M,S0086,M
BAC009S0010W0322_BAC009S0069W0278_BAC009S0082W0403,S0010,M,S0069,M,S0082,M
BAC009S0216W0274_BAC009S0118W0371_BAC009S0662W0131,S0216,F,S0118,M,S0662,F
BAC009S0348W0232_BAC009S0097W0123_BAC009S0661W0167,S0348,F,S0097,M,S0661,F
BAC009S0421W0453_BAC009S0360W0339_BAC009S0232W0213,S0421,M,S0360,F,S0232,F
BAC009S0151W0222_BAC009S0140W0290_BAC009S0211W0337,S0151,F,S0140,F,S0211,F
BAC009S0058W0416_BAC009S0135W0456_BAC009S0136W0306,S0058,M,S0135,F,S0136,F
BAC009S0226W0336_BAC009S0335W0148_BAC009S0598W0359,S0226,F,S0335,F,S0598,M
BAC009S0241W0243_BAC009S0665W0414_BAC009S0245W0189,S0241,F,S0665,F,S0245,F
BAC009S0087W0372_BAC009S0517W0381_BAC009S0104W0189,S0087,M,S0517,F,S0104,M
BAC009S0178W0157_BAC009S0200W0446_BAC009S0723W0405,S0178,F,S0200,F,S0723,M
BAC009S0102W0448_BAC009S0334W0245_BAC009S0173W0297,S0102,M,S0334,F,S0173,F
BAC009S0220W0303_BAC009S0215W0128_BAC009S0423W0465,S0220,F,S0215,F,S0423,M
BAC009S0181W0194_BAC009S0125W0221_BAC009S0222W0397,S0181,F,S0125,F,S0222,F
BAC009S0714W0256_BAC009S0161W0447_BAC009S0013W0216,S0714,M,S0161,F,S0013,M
BAC009S0662W0382_BAC009S0209W0130_BAC009S0190W0156,S0662,F,S0209,F,S0190,F
BAC009S0249W0452_BAC009S0117W0380_BAC009S0159W0204,S0249,M,S0117,M,S0159,F
BAC009S0513W0145_BAC009S0084W0315_BAC009S0217W0122,S0513,F,S0084,M,S0217,F
BAC009S0131W0335_BAC009S0204W0146_BAC009S0129W0424,S0131,F,S0204,F,S0129,F
BAC009S0720W0219_BAC009S0014W0404_BAC009S0239W0167,S0720,M,S0014,M,S0239,F
BAC009S0191W0273_BAC009S0105W0190_BAC009S0356W0294,S0191,F,S0105,M,S0356,F
BAC009S0220W0261_BAC009S0166W0140_BAC009S0046W0444,S0220,F,S0166,F,S0046,M
BAC009S0338W0317_BAC009S0098W0434_BAC009S0058W0252,S0338,F,S0098,M,S0058,M
BAC009S0229W0309_BAC009S0147W0439_BAC009S0056W0165,S0229,F,S0147,F,S0056,M
BAC009S0075W0479_BAC009S0515W0438_BAC009S0144W0430,S0075,M,S0515,F,S0144,F
BAC009S0176W0412_BAC009S0204W0323_BAC009S0173W0494,S0176,F,S0204,F,S0173,F
BAC009S0162W0162_BAC009S0207W0321_BAC009S0601W0380,S0162,F,S0207,F,S0601,M
BAC009S0036W0383_BAC009S0704W0277_BAC009S0343W0274,S0036,M,S0704,M,S0343,F
BAC009S0153W0140_BAC009S0023W0394_BAC009S0013W0135,S0153,F,S0023,M,S0013,M
BAC009S0002W0145_BAC009S0227W0307_BAC009S0113W0364,S0002,M,S0227,F,S0113,M
BAC009S0058W0494_BAC009S0024W0239_BAC009S0045W0471,S0058,M,S0024,M,S0045,M
BAC009S0202W0461_BAC009S0214W0308_BAC009S0088W0431,S0202,F,S0214,F,S0088,M
BAC009S0350W0219_BAC009S0214W0471_BAC009S0716W0355,S0350,F,S0214,F,S0716,M
BAC009S0116W0222_BAC009S0046W0463_BAC009S0185W0443,S0116,M,S0046,M,S0185,F
BAC009S0182W0489_BAC009S0522W0468_BAC009S0224W0197,S0182,F,S0522,F,S0224,F
BAC009S0225W0205_BAC009S0246W0228_BAC009S0094W0435,S0225,F,S0246,M,S0094,M
BAC009S0183W0353_BAC009S0719W0143_BAC009S0600W0335,S0183,F,S0719,M,S0600,M
BAC009S0035W0123_BAC009S0092W0202_BAC009S0078W0123,S0035,M,S0092,M,S0078,M
BAC009S0205W0390_BAC009S0077W0347_BAC009S0209W0434,S0205,F,S0077,M,S0209,F
BAC009S0347W0336_BAC009S0354W0244_BAC009S0214W0230,S0347,F,S0354,F,S0214,F
BAC009S0220W0132_BAC009S0081W0353_BAC009S0024W0306,S0220,F,S0081,M,S0024,M
BAC009S0236W0250_BAC009S0723W0361_BAC009S0343W0199,S0236,F,S0723,M,S0343,F
BAC009S0069W0343_BAC009S0060W0416_BAC009S0116W0477,S0069,M,S0060,M,S0116,M
BAC009S0361W0453_BAC009S0341W0259_BAC009S0025W0262,S0361,F,S0341,F,S0025,M
BAC009S0354W0284_BAC009S0223W0197_BAC009S0084W0224,S0354,F,S0223,F,S0084,M
BAC009S0013W0123_BAC009S0099W0149_BAC009S0022W0207,S0013,M,S0099,M,S0022,M
BAC009S0042W0181_BAC009S0038W0318_BAC009S0032W0390,S0042,M,S0038,M,S0032,M
BAC009S0228W0391_BAC009S0252W0399_BAC009S0146W0135,S0228,F,S0252,M,S0146,F
BAC009S0094W0215_BAC009S0340W0349_BAC009S0010W0361,S0094,M,S0340,F,S0010,M
BAC009S0601W0483_BAC009S0099W0350_BAC009S0231W0310,S0601,M,S0099,M,S0231,F
BAC009S0227W0319_BAC009S0053W0151_BAC009S0116W0147,S0227,F,S0053,M,S0116,M
BAC009S0061W0127_BAC009S0666W0466_BAC009S0113W0198,S0061,M,S0666,F,S0113,M
BAC009S0016W0178_BAC009S0515W0266_BAC009S0660W0390,S0016,M,S0515,F,S0660,F
BAC009S0074W0183_BAC009S0177W0348_BAC009S0054W0226,S0074,M,S0177,F,S0054,M
BAC009S0213W0131_BAC009S0230W0415_BAC009S0104W0247,S0213,F,S0230,F,S0104,M
BAC009S0511W0346_BAC009S0144W0288_BAC009S0180W0157,S0511,F,S0144,F,S0180,F
BAC009S0079W0139_BAC009S0345W0229_BAC009S0031W0292,S0079,M,S0345,F,S0031,M
BAC009S0013W0452_BAC009S0002W0318_BAC009S0157W0326,S0013,M,S0002,M,S0157,F
BAC009S0126W0370_BAC009S0663W0373_BAC009S0192W0382,S0126,F,S0663,F,S0192,F
BAC009S0093W0488_BAC009S0181W0369_BAC009S0145W0171,S0093,M,S0181,F,S0145,F
BAC009S0028W0452_BAC009S0358W0281_BAC009S0718W0290,S0028,M,S0358,F,S0718,M
BAC009S0235W0278_BAC009S0213W0180_BAC009S0702W0252,S0235,F,S0213,F,S0702,M
BAC009S0349W0488_BAC009S0070W0359_BAC009S0169W0388,S0349,F,S0070,M,S0169,F
BAC009S0067W0364_BAC009S0149W0169_BAC009S0203W0473,S0067,M,S0149,F,S0203,F
BAC009S0213W0349_BAC009S0090W0185_BAC009S0125W0267,S0213,F,S0090,M,S0125,F
BAC009S0355W0441_BAC009S0008W0314_BAC009S0352W0265,S0355,F,S0008,M,S0352,F
BAC009S0067W0399_BAC009S0055W0155_BAC009S0346W0159,S0067,M,S0055,M,S0346,F
BAC009S0344W0197_BAC009S0134W0411_BAC009S0172W0390,S0344,F,S0134,F,S0172,F
BAC009S0006W0359_BAC009S0511W0183_BAC009S0051W0333,S0006,M,S0511,F,S0051,M
BAC009S0336W0313_BAC009S0051W0229_BAC009S0208W0270,S0336,F,S0051,M,S0208,F
BAC009S0243W0458_BAC009S0031W0213_BAC009S0099W0169,S0243,F,S0031,M,S0099,M
BAC009S0107W0405_BAC009S0336W0405_BAC009S0044W0127,S0107,M,S0336,F,S0044,M
BAC009S0203W0349_BAC009S0230W0179_BAC009S0138W0400,S0203,F,S0230,F,S0138,F
BAC009S0157W0138_BAC009S0219W0200_BAC009S0051W0139,S0157,F,S0219,F,S0051,M
BAC009S0712W0476_BAC009S0241W0454_BAC009S0008W0178,S0712,M,S0241,F,S0008,M
BAC009S0174W0379_BAC009S0233W0173_BAC009S0170W0201,S0174,F,S0233,F,S0170,F
BAC009S0665W0203_BAC009S0519W0361_BAC009S0058W0190,S0665,F,S0519,F,S0058,M
BAC009S0046W0435_BAC009S0228W0457_BAC009S0194W0302,S0046,M,S0228,F,S0194,F
BAC009S0361W0410_BAC009S0161W0240_BAC009S0136W0468,S0361,F,S0161,F,S0136,F
BAC009S0126W0146_BAC009S0221W0345_BAC009S0025W0248,S0126,F,S0221,F,S0025,M
BAC009S0143W0482_BAC009S0215W0165_BAC009S0180W0220,S0143,F,S0215,F,S0180,F
BAC009S0721W0307_BAC009S0082W0312_BAC009S0521W0357,S0721,M,S0082,M,S0521,F
BAC009S0057W0424_BAC009S0192W0352_BAC009S0052W0184,S0057,M,S0192,F,S0052,M
BAC009S0129W0300_BAC009S0113W0235_BAC009S0171W0311,S0129,F,S0113,M,S0171,F
BAC009S0350W0301_BAC009S0197W0214_BAC009S0027W0286,S0350,F,S0197,F,S0027,M
BAC009S0523W0127_BAC009S0050W0274_BAC009S0110W0246,S0523,F,S0050,M,S0110,M
BAC009S0344W0220_BAC009S0021W0458_BAC009S0095W0447,S0344,F,S0021,M,S0095,M
BAC009S0716W0152_BAC009S0085W0433_BAC009S0116W0268,S0716,M,S0085,M,S0116,M
BAC009S0355W0456_BAC009S0094W0206_BAC009S0157W0346,S0355,F,S0094,M,S0157,F
BAC009S0137W0446_BAC009S0103W0450_BAC009S0079W0203,S0137,F,S0103,M,S0079,M
BAC009S0026W0241_BAC009S0362W0189_BAC009S0657W0332,S0026,M,S0362,F,S0657,F
BAC009S0340W0194_BAC009S0138W0486_BAC009S0135W0153,S0340,F,S0138,F,S0135,F
BAC009S0022W0455_BAC009S0238W0314_BAC009S0033W0336,S0022,M,S0238,F,S0033,M
BAC009S0147W0145_BAC009S0151W0338_BAC009S0706W0176,S0147,F,S0151,F,S0706,M
BAC009S0723W0211_BAC009S0193W0255_BAC009S0038W0320,S0723,M,S0193,F,S0038,M
BAC009S0711W0403_BAC009S0107W0236_BAC009S0166W0265,S0711,M,S0107,M,S0166,F
BAC009S0111W0222_BAC009S0178W0190_BAC009S0197W0392,S0111,M,S0178,F,S0197,F
BAC009S0664W0235_BAC009S0362W0226_BAC009S0705W0396,S0664,F,S0362,F,S0705,M
BAC009S0203W0162_BAC009S0004W0218_BAC009S0062W0417,S0203,F,S0004,M,S0062,M
BAC009S0343W0375_BAC009S0714W0160_BAC009S0210W0461,S0343,F,S0714,M,S0210,F
